{{-28/5, 2.082758971166281*^-6}, {-111/20, 3.061654283031271*^-6}, 
 {-11/2, 4.463680701530262*^-6}, {-109/20, 6.455399820774628*^-6}, 
 {-27/5, 9.2621992879959*^-6}, {-107/20, 0.000013186494356995937}, 
 {-53/10, 0.000018630656839920026}, {-21/4, 0.000026125608453192254}, 
 {-26/5, 0.000036366114837124446}, {-103/20, 0.000050253900709540306}, 
 {-51/10, 0.00006894976616286269}, {-101/20, 0.00009393590790078767}, 
 {-5, 0.00012708962474530994}, {-99/20, 0.00017076950055657533}, 
 {-49/10, 0.00022791499594152127}, {-97/20, 0.00030216012927983244}, 
 {-24/5, 0.00039796157548735846}, {-19/4, 0.0005207410477804727}, 
 {-47/10, 0.0006770412473480066}, {-93/20, 0.0008746939670190221}, 
 {-23/5, 0.0011229981225910144}, {-91/20, 0.0014329045716212543}, 
 {-9/2, 0.001817203584457175}, {-89/20, 0.002290709785161187}, 
 {-22/5, 0.002870438318674535}, {-87/20, 0.0035757649714321343}, 
 {-43/10, 0.004428562029525853}, {-17/4, 0.005453300861017188}, 
 {-21/5, 0.006677111620229756}, {-83/20, 0.008129790155472383}, 
 {-41/10, 0.009843742218502347}, {-81/20, 0.011853855478382169}, 
 {-4, 0.014197290677910597}, {-79/20, 0.016913184566880873}, 
 {-39/10, 0.020042259014395318}, {-77/20, 0.023626332932906564}, 
 {-19/5, 0.027707736307048772}, {-15/4, 0.03232862865414711}, 
 {-37/10, 0.03753022757016462}, {-73/20, 0.04335195653201135}, 
 {-18/5, 0.04983052471254562}, {-71/20, 0.05699895508092016}, 
 {-7/2, 0.0648855803612626}, {-69/20, 0.07351302935681983}, 
 {-17/5, 0.08289722856806349}, {-67/20, 0.09304644580658027}, 
 {-33/10, 0.10396040351471011}, {-13/4, 0.11562948965172169}, 
 {-16/5, 0.128034093239586}, {-63/20, 0.14114408994870786}, 
 {-31/10, 0.15491850045826583}, {-61/20, 0.16930534079774406}, 
 {-3, 0.1842416795548243}, {-59/20, 0.19965391184426912}, 
 {-29/10, 0.21545825442784525}, {-57/20, 0.23156146053630106}, 
 {-14/5, 0.24786174696770435}, {-11/4, 0.26424992012777243}, 
 {-27/10, 0.28061068204270523}, {-53/20, 0.2968240922107608}, 
 {-13/5, 0.31276715664504434}, {-51/20, 0.3283155117524623}, 
 {-5/2, 0.3433451679171317}, {-49/20, 0.3577342758999859}, 
 {-12/5, 0.3713648784806042}, {-47/20, 0.3841246101632026}, 
 {-23/10, 0.3959083092178875}, {-9/4, 0.40661950876514247}, 
 {-11/5, 0.41617177693729834}, {-43/20, 0.4244898802383843}, 
 {-21/10, 0.4315107489238903}, {-41/20, 0.4371842283698041}, 
 {-2, 0.44147360582221823}, {-39/20, 0.44435590743987224}, 
 {-19/10, 0.44582196599198815}, {-37/20, 0.4458762647937131}, 
 {-9/5, 0.44453656830848065}, {-7/4, 0.44183335419814884}, 
 {-17/10, 0.4378090653589807}, {-33/20, 0.43251720357068024}, 
 {-8/5, 0.426021288759479}, {-31/20, 0.41839370951312416}, 
 {-3/2, 0.4097144913888312}, {-29/20, 0.4000700097503854}, 
 {-7/5, 0.3895516734033603}, {-27/20, 0.3782546042299314}, 
 {-13/10, 0.3662763364321935}, {-5/4, 0.35371555695979107}, 
 {-6/5, 0.3406709063143549}, {-23/20, 0.32723985628201036}, 
 {-11/10, 0.3135176783377501}, {-21/20, 0.29959651357900907}, 
 {-1, 0.2855645521620458}, {-19/20, 0.2715053274066239}, 
 {-9/10, 0.25749712706581407}, {-17/20, 0.24361252178148807}, 
 {-4/5, 0.22991800850460586}, {-3/4, 0.21647376468353552}, 
 {-7/10, 0.20333350733437194}, {-13/20, 0.1905444497143749}, 
 {-3/5, 0.17814734722521797}, {-11/20, 0.16617662336921613}, 
 {-1/2, 0.15466056605614265}, {-9/20, 0.14362158429079475}, 
 {-2/5, 0.1330765152387069}, {-7/20, 0.12303697184266449}, 
 {-3/10, 0.11350972151680516}, {-1/4, 0.10449708694890225}, 
 {-1/5, 0.09599736066479936}, {-3/20, 0.08800522572357794}, 
 {-1/10, 0.08051217569017066}, {-1/20, 0.07350692784902835}, 
 {0, 0.0669758244548061}, {1/20, 0.06090321764431683}, 
 {1/10, 0.05527183444049699}, {3/20, 0.0500631190498142}, 
